"sitename","siteid","datasetid","altitude","longitude","latitude"
"JHMS15 (McAndrews and Wright 1969)",1300,1335,2439,-107.25,44.16667
"JHMS16 (McAndrews and Wright 1969)",1301,1336,2866,-107.13333,44.16667
"JHMS17 (McAndrews and Wright 1969)",1302,1337,2256,-106.93333,44.31667
"JHMS18 (McAndrews and Wright 1969)",1303,1338,1524,-106.73333,44.33333
"JHMS19 (McAndrews and Wright 1969)",1304,1339,1387,-105.53333,44.28333
"Site 64 (Swain unpublished)",134,134,152,-76.5225,41.12
"JHMS20 (McAndrews and Wright 1969)",1305,1340,1372,-105.16667,44.26667
"JHMS21 (McAndrews and Wright 1969)",1306,1341,1280,-104.91667,44.3
"JHMS22 (McAndrews and Wright 1969)",1307,1342,1220,-104.18333,44.53333
"JHMS23 (McAndrews and Wright 1969)",1308,1343,1738,-103.71667,44.33333
"JHMS24 (McAndrews and Wright 1969)",1309,1344,976,-103.41667,44.41667
"JHMS25 (McAndrews and Wright 1969)",1310,1345,793,-102.85,44.51667
"JHMS26 (McAndrews and Wright 1969)",1311,1346,854,-102.45,44.58333
"JHMS27 (McAndrews and Wright 1969)",1312,1347,762,-102.06667,44.66667
"JHMS28 (McAndrews and Wright 1969)",1313,1348,793,-102,45.03333
"JHMS28 (McAndrews and Wright 1969)",1313,1349,793,-102,45.03333
"Site 65 (Swain unpublished)",135,135,366,-76.37,40.83
"JHMS29 (McAndrews and Wright 1969)",1315,1350,732,-101.2,45
"JHMS30 (McAndrews and Wright 1969)",1316,1351,579,-100.35,45.06667
"JHMS31 (McAndrews and Wright 1969)",1317,1352,549,-99.33333,45.03333
"JHMS32 (McAndrews and Wright 1969)",1318,1353,412,-98.75,44.9
"JHMS32 (McAndrews and Wright 1969)",1318,1354,412,-98.75,44.9
"JHMS33 (McAndrews and Wright 1969)",1320,1355,549,-97.46667,44.88333
"Site 1 (Jensen 1998)",1321,1356,NA,-80.35306,26.35889
"Site 2 (Jensen 1998)",1322,1357,NA,-80.36611,26.35917
"Site 3 (Jensen 1998)",1323,1358,NA,-80.34583,26.35444
"Site 4 (Jensen 1998)",1324,1359,NA,-80.34,26.35139
"Site 66 (Swain unpublished)",136,136,152,-76.05,40.62
"Site 5 (Jensen 1998)",1325,1360,NA,-80.30778,26.35278
"Site 6 (Jensen 1998)",1326,1361,NA,-80.33306,26.26139
"Site 7 (Jensen 1998)",1327,1362,NA,-80.32444,26.275
"Site 8 (Jensen 1998)",1328,1363,NA,-80.31472,26.30694
"Site 9 (Jensen 1998)",1329,1364,NA,-80.31361,26.31361
"Site 10 (Jensen 1998)",1330,1365,NA,-80.30639,26.33611
"Site 11 (Jensen 1998)",1331,1366,NA,-80.30361,26.34306
"Site 12 (Jensen 1998)",1332,1367,NA,-80.32,26.34806
"Site 13 (Jensen 1998)",1333,1368,NA,-80.33833,26.34167
"Site 14 (Jensen 1998)",1334,1369,NA,-80.37917,26.28944
"Site 67 (Swain unpublished)",137,137,183,-75.83,40.07
"Site 15 (Jensen 1998)",1335,1370,NA,-80.38639,26.30222
"Site 16 (Jensen 1998)",1336,1371,NA,-80.38528,26.3125
"Site 17 (Jensen 1998)",1337,1372,NA,-80.36889,26.325
"Site 18 (Jensen 1998)",1338,1373,NA,-80.33694,26.34056
"Site 19 (Jensen 1998)",1339,1374,NA,-80.36583,26.33306
"Site 20 (Jensen 1998)",1340,1375,NA,-80.35778,26.30778
"Site 21 (Jensen 1998)",1341,1376,NA,-80.35667,26.27639
"Site 22 (Jensen 1998)",1342,1377,NA,-80.35583,26.29639
"Site 23 (Jensen 1998)",1343,1378,NA,-80.36861,26.30611
"Site 24 (Jensen 1998)",1344,1379,NA,-80.38889,26.25056
"Site 68 (Swain unpublished)",138,138,91,-75.53,40.23
"Site 25 (Jensen 1998)",1345,1380,NA,-80.37278,26.31278
"Site 26 (Jensen 1998)",1346,1381,NA,-80.37861,26.32611
"Site 27 (Jensen 1998)",1347,1382,NA,-80.37778,26.33361
"Site 28 (Jensen 1998)",1348,1383,NA,-80.37778,26.35889
"Site 29 (Jensen 1998)",1349,1384,NA,-80.30417,26.33111
"Site 30 (Jensen 1998)",1350,1385,NA,-80.32639,26.32056
"Site 31 (Jensen 1998)",1351,1386,NA,-80.34278,26.31111
"Site 1 (Davidson unpublished)",1352,1387,524,-83.83,35.59
"Site 69 (Swain unpublished)",139,139,91,-75.48,40.33
"Joe Lake",1355,1390,183,-157.21667,66.76667
"Joes Pond",1356,1391,100,-58.24,48.24
"Johnson River Bog",1357,1392,442,-144.65,63.71111
"Tourbière du lac Joncas",1358,1393,747,-71.16278,47.25778
"Tourbière de Lanoraie JOSEPH",1362,1397,18,-73.30278,45.99194
"Nueltin Lake Site 1",1363,1398,170,-99.85,60.03
"Nueltin Lake Site 2",1364,1399,170,-99.72722,60.17
"Site 70 (Swain unpublished)",140,140,152,-75.52,40.45
"Nueltin Lake Site 3",1365,1400,230,-99.7,60.35
"Nueltin Lake Site 4",1366,1401,300,-99.63,60.43
"Nueltin Lake Site 5",1367,1402,300,-99.4,60.57
"Nueltin Lake Site 6",1368,1403,300,-99.33,60.67
"Nueltin Lake Site 7",1369,1404,300,-99.2,60.8
"Nueltin Lake Site 8",1370,1405,280,-99,60.83
"Nueltin Lake Site 9",1371,1406,280,-99.63,60.85
"Ennadai Lake Site 3",1372,1407,400,-100.88,61.13
"Ennadai Lake Site 4",1373,1408,250,-99.73,62.03
"Yathkyed Lake Site 1",1374,1409,150,-98.38,62.77
"Site 71 (Swain unpublished)",141,141,305,-75.8,40.85
"Yathkyed Lake Site 2",1375,1410,150,-97.75,63.28
"Brewster Creek",9588,14102,229,-88.24843,41.97869
"Brewster Creek",9588,14103,229,-88.24843,41.97869
"Brewster Creek",9588,14104,229,-88.24843,41.97869
"Yathkyed Lake Site 3",1376,1411,150,-97.62,63.7
"Bean Lake",9596,14117,1388,-112.4341,47.30134
"Yathkyed Lake Site 4",1377,1412,50,-96.5,63.98
"Red Shed Lake",9598,14120,1372,-110.0875,46.98779
"Ackley Lake",9599,14121,1317,-109.94583,46.9483
"Baker Lake (Nichols Site 17)",1378,1413,14,-96.00932,64.31503
"Upper Carters Pond",9604,14130,1235,-109.4289,47.15136
"South Fork Dry Blood Creek Reservoir",9605,14131,874,-108.35674,47.20532
"Vogel Reservoir",9610,14139,874,-108.34592,47.09492
"Baker Lake Site 2",1379,1414,150,-95.37,64.7
"Krieder Reservoir",9611,14140,968,-107.48199,47.09398
"Fork Reservoir",9612,14141,737,-106.41436,47.44293
"L A K Reservoir",9613,14142,1333,-104.10935,43.8278
"Little Thunder Reservoir",9614,14143,1463,-105.38001,43.68467
"MW Lake",9615,14144,1180,-104.12306,43.61034
"New Underwood Dam",9616,14145,888,-102.84414,44.10519
"Baker Lake Site 3",1380,1415,250,-95,65.28
"Phillips Charging Buffalo Dam",9621,14156,759,-102.77479,44.38852
"Sheridan Lake",9622,14157,1414,-103.48561,43.96558
"Esker (CA:Nunavut)",1381,1416,250,-92.38,66.22
"Sand",1382,1417,250,-91.37,66.9
"Horsethief Lake",9631,14174,1495,-103.4832,43.89122
"Sylvan Lake",9632,14175,1882,-103.56631,43.84391
"Spring Lake",9634,14178,902,-103.74177,46.22097
"Davis Dam",9635,14179,841,-103.66115,46.54306
"Pelly Bay",1383,1418,90,-89.83,68.53
"Soda Lake",9637,14182,997,-104.51727,45.72161
"Keith Bay",1384,1419,100,-88.17,68.33
"Little Moreau Lake",9642,14191,622,-101.0959,45.34559
"Unnamed Stock Dam",9643,14192,713,-101.58638,45.38609
"Site 72 (Swain unpublished)",142,142,274,-76.05,40.82
"Makar Inlet",1385,1420,400,-85.67,68.3
"Sarcpa Lake",1386,1421,250,-83.25,68.53
"Owen Lake",9653,14212,794,-102.41197,45.45987
"Hall Beach",1387,1422,40,-81.25,68.78
"Unnamed Stock Dam",9659,14223,1002,-104.51338,45.73735
"Park Pond Dam",9660,14224,873,-103.31929,45.50778
"Pot Hole Reservoir",9661,14225,1098,-104.14038,45.62295
"Durkee Lake",9662,14226,740,-102.05997,44.97423
"Longstaff Bluff",1388,1423,250,-75.13,68.92
"Dog Ear Lake",9665,14231,699,-99.90645,43.16656
"Cox Lake",9666,14232,1041,-103.99531,44.56349
"Cottonwood Lake",9667,14233,989,-101.67915,42.91037
"White Lake",9668,14234,848,-100.70427,43.03947
"Bitter Lake",9651,14235,540,-97.33904,45.25084
"Sheridan State Fishing Lake",9669,14236,748,-100.23375,39.35754
"Flagler Reservoir",9670,14237,1434,-102.99026,39.27987
"Eckelson Lake",9671,14238,429,-98.31678,46.87469
"Dewar Lakes",1389,1424,220,-71.17,68.62
"Alkaline Lake",8556,14245,562,-99.6177,46.6314
"Medicine Lake",9675,14246,1364,-104.31944,44.43458
"Unnamed Playa",9676,14247,1505,-103.28314,39.74043
"Bear Butte Lake",9677,14248,966,-103.45362,44.45069
"Lake Oakwood",9678,14249,496,-96.97932,44.42446
"Cape Christian",1390,1425,300,-68.33,70.5
"Elbow Lake",9679,14250,445,-98.74834,47.884
"Medicine Lake",1676,14251,519,-97.36301,44.97734
"Round Lake",9680,14252,469,-100.29123,48.0212
"Lake George",9681,14253,560,-99.51382,46.73215
"Free Peoples Lake",9682,14254,445,-98.74398,47.90202
"Eskimo Point",1391,1426,30,-94.08,61.1
"Bass Lake",9688,14269,361,-94.88136,45.1964
"Mistake Bay",1392,1427,30,-92.75,62.13
"Bass Lake",9688,14270,361,-94.88136,45.1964
"Curlew Lake",9693,14279,817,-102.76945,44.23583
"Rankin Inlet",1393,1428,90,-91.83,62.83
"Chesterfield Inlet",1394,1429,30,-90.75,63.33
"Roy Lake",9701,14296,547,-97.48628,45.67793
"Lake Herman",9702,14297,509,-97.18772,43.97213
"Lake Isabel",9703,14298,527,-99.76395,46.80934
"Stink Lake",9704,14299,528,-99.43326,46.87568
"Site 73 (Swain unpublished)",143,143,335,-75.93,41.05
"Repulse Bay (Nichols Site E) [Naujaat]",1395,1430,19,-86.2403,66.5233
"Kaiyak Lake",1396,1431,190,-161.41667,68.15
"Kaiyak Lake",1396,1432,190,-161.41667,68.15
"Kanaaupscow",1400,1436,200,-76.64389,54.02778
"Linsley Pond",9708,14369,9,-72.78609,41.31492
"Kanaaupscow",1400,1437,200,-76.64389,54.02778
"Linsley Pond",9708,14370,9,-72.78609,41.31492
"Stink Lake",9709,14371,438,-99.25195,48.23279
"Gascoyne Lake",9713,14378,838,-103.10525,46.12702
"Unnamed Stock Dam",9714,14379,890,-104.04931,46.31353
"Round Lake",9715,14380,439,-99.2383,48.02116
"Twin Lakes (Be)",9716,14381,441,-99.11509,47.95636
"Devils Lake, Creel Bay",9717,14382,443,-98.95643,48.06397
"Turkey 3 Pond",9719,14385,365,-96.58702,39.10699
"Haines Pond",9720,14386,392,-96.68482,39.32553
"Bull Pond",9721,14387,431,-96.92829,39.39129
"Picnic Pond",9722,14388,373,-96.84078,39.44295
"Rannells Ranch Pond",9723,14389,398,-96.53049,39.13696
"Sunrock Pond",9724,14390,389,-96.78159,38.94837
"Tallgrass 1 Pond",9725,14391,389,-96.56417,38.43382
"Tallgrass 2 Pond",9726,14392,379,-96.56107,38.40675
"4H Pond [Lake Bluestem]",9727,14393,371,-96.90203,38.86386
"Banker Pond",9728,14394,368,-96.46951,38.39828
"Elm Pond",9729,14395,428,-96.5511,39.09292
"Ferrell Upland Pond",9730,14396,491,-96.54332,37.57924
"Ferrell Lowland Pond",9731,14397,435,-96.50717,37.59274
"Devils Lake, Mission Bay",9732,14398,443,-98.90614,48.00026
"Harney Peak Pond 1",9733,14399,2124,-103.53718,43.86718
"Site 74 (Swain unpublished)",144,144,457,-75.75,41.18
"Lake Sallie",9735,14403,405,-95.91253,46.75818
"Chalk Zimmermann Pond",9736,14404,419,-96.32068,38.75694
"Houck Pond",9737,14405,438,-96.28129,38.74157
"Tower Lake",9738,14408,261,-86.03944,46.54157
"Tower Lake",9738,14410,261,-86.03944,46.54157
"Spring Lake",9739,14411,438,-98.83601,47.93193
"Flint Oak Pond",9740,14412,336,-96.0443,37.51808
"Greenwood Pond",9741,14413,338,-96.20148,37.93677
"New Konza Pond",9742,14414,392,-96.44177,38.94817
"Pott 1 Pond",9743,14415,346,-96.37679,39.31591
"Schwant Pond",9744,14416,410,-96.34742,39.47272
"Goode Pond",9745,14417,419,-96.53781,39.45909
"Hippie 1 Pond",9746,14418,477,-96.45823,38.10561
"Hippie 2 Pond",9747,14419,472,-96.4816,38.1267
"Byer Pond",9748,14420,367,-96.11802,39.37284
"Shin Bone Lake",9749,14421,445,-98.71121,47.85225
"Horseshoe Lake",9750,14422,444,-98.80601,47.83528
"Spiritwood Lake",1222,14423,437,-98.60348,47.06837
"Conata Basin 1",9751,14424,759,-102.19635,43.74229
"Legion Lake",9752,14425,1527,-103.46399,43.75927
"Chappice Lake",9753,14426,731,-110.37492,50.15988
"Eagle Lake",9754,14427,922,-113.35639,50.97694
"Bellshill Lake",9755,14428,662,-111.58826,52.58498
"Gooseberry Lake",9756,14429,698,-110.76716,52.10938
"Keiver's Lake",9757,14430,912,-113.56391,51.68264
"Little Fish Lake",9758,14431,903,-112.26886,51.36138
"Lloyd Lake [Red Deer Lake]",9759,14432,1133,-114.17627,50.86307
"Red Deer Lake",9760,14433,775,-113.12694,52.67778
"Twelve Mile Coulee",9761,14434,790,-111.68427,50.16073
"Johnson Lake",9762,14435,364,-95.2766,45.44089
"West Stump Lake",9763,14436,427,-98.47921,47.88377
"East Stump Lake",9764,14437,423,-98.39184,47.84922
"Coon Lake",9765,14438,443,-98.38202,47.97011
"Moon Lake",1711,14439,444,-98.16505,46.85061
"Tower Lake",9738,14441,261,-86.03944,46.54157
"Tower Lake",9738,14443,261,-86.03944,46.54157
"Hazelden Lake",9767,14444,541,-97.4689,45.50547
"Hell Hole Lake",9768,14445,298,-92.22005,45.78557
"Hell Hole Lake",9768,14446,298,-92.22005,45.78557
"Stink Lake",9769,14447,519,-97.41242,44.96219
"Alkali Lake",9770,14448,343,-97.39491,46.01908
"Horseshoe Lake",9771,14449,520,-97.34058,44.9655
"Keele Lake",1408,1445,1150,-127.61667,64.16667
"Lake Norden",9772,14450,504,-97.21252,44.58604
"Hamann Dam",9773,14451,820,-103.40582,46.52125
"Unnamed Stock Dam",9774,14452,835,-103.35371,46.59328
"Lake Albert",8553,14453,502,-97.1814,44.498
"Lake Poinsett",9775,14454,503,-97.1297,44.53482
"Lake Madison",9776,14455,488,-97.0661,43.9353
"Kegan Lake",1409,1446,285,-93.11932,44.7563
"Unnamed Stock Dam",9782,14466,800,-102.75933,45.19023
"Iron Hills Site 1",9783,14467,1743,-103.77614,44.07571
"Iron Hills Site 2",9784,14468,1730,-103.76978,44.0759
"Kellys Hollow",1410,1447,470,-90.35,45.3
"Kellners Lake",1411,1448,261,-87.84806,44.23806
"Maitland Draw",9794,14487,1756,-103.79775,44.11858
"Maitland Draw",9794,14488,1756,-103.79775,44.11858
"Browns Island",9795,14489,0,-121.86826,38.04193
"Browns Island",9795,14490,0,-121.86826,38.04193
"Browns Island",9795,14491,0,-121.86826,38.04193
"Roe Island",9796,14492,0,-122.03373,38.07166
"Roe Island",9796,14493,0,-122.03373,38.07166
"Roe Island",9796,14494,0,-122.03373,38.07166
"Dog Lake",9798,14497,1183,-115.93464,50.77669
"Dog Lake",9798,14498,1183,-115.93464,50.77669
"Site 75 (Swain unpublished)",145,145,213,-76.08,41.27
"Kennys Pond",1413,1450,70,-52.71389,47.59028
"Unnamed Stock Dam",9800,14501,780,-103.45264,46.5841
"Stockade Lake",9801,14502,1582,-103.52912,43.76456
"Williams Lake",9803,14505,847,-103.89519,46.60009
"Lac Kénogami",1414,1451,166,-71.56694,48.36583
"Alpine Pond",9814,14515,3200,-112.8248,37.63595
"Alpine Pond",9814,14516,3200,-112.8248,37.63595
"Alpine Pond",9814,14517,3200,-112.8248,37.63595
"Kenosee Lake",1415,1452,746,-102.3,49.81667
"Marais de Keswick",1416,1453,221,-79.51278,44.19583
"Lily Lake",9824,14534,311,-93.64961,44.18894
"Lily Lake",9824,14535,311,-93.64961,44.18894
"Kelly-Dudley Lake",9825,14536,320,-93.37512,44.35077
"Kelly-Dudley Lake",9825,14537,320,-93.37512,44.35077
"Martha Lake",9826,14538,296,-93.74402,45.13813
"Martha Lake",9826,14539,296,-93.74402,45.13813
"Caribou Lake",1417,1454,167,-68.07,46.8
"Peach Lake",9829,14544,673,-101.31729,45.29424
"Alpine Pond",9814,14547,3200,-112.8248,37.63595
"Lowder Creek Bog",9830,14548,3127,-112.79315,37.6709
"Lowder Creek Bog",9830,14549,3127,-112.79315,37.6709
"Matheson Pond",1418,1455,245,-68.35,46.38
"Squa Pan Pond",1419,1456,183,-68.33,46.55
"Rock Pond",1420,1457,203,-68.38,46.18
"Hay Lake",1421,1458,199,-68.73178,46.12991
"Lower LaPomkeag Lake",1422,1459,225,-68.62,46.37
"Site 76 (Swain unpublished)",146,146,335,-75.75,41.6
"Pratt Lake",1423,1460,286,-68.88,46.63
"Island Pond",1424,1461,379,-68.85,46.95
"Bates Marsh",9862,14613,175,-81.85132,42.3371
"Bates Marsh",9862,14614,175,-81.85132,42.3371
"Pennington Pond",1425,1462,276,-68.53,46.93
"Big Reed Pond Hollow",9866,14623,370,-69.05276,46.34983
"Big Reed Pond Hollow",9866,14624,370,-69.05276,46.34983
"Minnreg",9867,14625,297,-93.32444,44.6905
"Minnreg",9867,14626,297,-93.32444,44.6905
"Brishlatte Lake",1426,1463,188,-68.32,47.28
"Amber Lake",9869,14630,351,-94.4786,43.60151
"Amber Lake",9869,14631,351,-94.4786,43.60151
"Camp Lake",9870,14632,315,-94.09863,45.15774
"Camp Lake",9870,14633,315,-94.09863,45.15774
"Crystal Lake",9871,14634,351,-93.21646,44.33112
"Crystal Lake",9871,14635,351,-93.21646,44.33112
"Fish Lake",9872,14636,312,-93.67167,44.22703
"Fish Lake",9872,14637,312,-93.67167,44.22703
"Fish Lake (Sc)",9873,14638,288,-93.46048,44.65102
"Fish Lake (Sc)",9873,14639,288,-93.46048,44.65102
"Wiley Pond",1427,1464,253,-68.63,46
"Eagle Lake",9874,14640,296,-93.94117,44.80416
"Eagle Lake",9874,14641,296,-93.94117,44.80416
"Lake Emily, Northeast Basin",9875,14642,296,-93.91727,44.31209
"Lake Emily, Northeast Basin",9875,14643,296,-93.91727,44.31209
"Fuller Lake",9876,14644,290,-94.07893,45.41987
"Fuller Lake",9876,14645,290,-94.07893,45.41987
"San Luis Lake",9878,14649,2293,-105.73723,37.6658
"Plunkett Pond",1428,1465,136,-68.37,45.8
"San Luis Lake",9878,14650,2293,-105.73723,37.6658
"Northeast Shark River Slough",6505,14651,1,-80.58386,25.74642
"Wytopitlock Lake",1429,1466,157,-68.15,45.78
"Mud Pond",1430,1467,96,-68.13,45.55
"Blackwoods Hollow",9889,14673,30,-68.22387,44.31302
"Blackwoods Hollow",9889,14674,30,-68.22387,44.31302
"Buckley Pond Hollow",9890,14675,360,-69.05036,46.33414
"Buckley Pond Hollow",9890,14676,360,-69.05036,46.33414
"Isle au Haut North Hollow",9891,14677,75,-68.6354,44.0651
"Isle au Haut North Hollow",9891,14678,75,-68.6354,44.0651
"Isle au Haut South Hollow",9892,14679,65,-68.63103,44.03019
"Duck Lake (US:Maine)",1431,1468,91,-68.05,45.35
"Isle au Haut South Hollow",9892,14680,65,-68.63103,44.03019
"Roque Island Hollow",9893,14681,20,-67.53483,44.57087
"Roque Island Hollow",9893,14682,20,-67.53483,44.57087
"Schoodic Peninsula Hollow",9894,14683,10,-68.07328,44.37285
"Schoodic Peninsula Hollow",9894,14684,10,-68.07328,44.37285
"Longfellow Lake",1432,1469,142,-67.87,45.77
"Site 77 (Swain unpublished)",147,147,610,-75.53,41.78
"East Musquash Lake",1433,1470,113,-67.8,45.4
"Big Lake (US:Maine)",1434,1471,62,-67.63,45.2
"Hunter Pond",1435,1472,146,-67.92,46
"Blue Bell Lake",1436,1473,244,-67.53,46.95
"Blind Lake (CA:New Brunswick)",1437,1474,396,-66.03,47.03
"Quisibis Lake",1438,1475,160,-67.98,47.28
"Tomlinson Lake",1439,1476,237,-67.77,46.72
"Conroy Lake",491,14766,137,-67.88333,46.28333
"Conroy Lake",491,14767,137,-67.88333,46.28333
"Conroy Lake",491,14768,137,-67.88333,46.28333
"Moose Mountain Lake",1440,1477,152,-67.63,46.58
"Napadogan Lake",1441,1478,274,-66.95,46.42
"Taffy Lake",1442,1479,152,-67.17,46.18
"Yahoo Lake",9942,14790,709,-124.02015,47.6757
"Yahoo Lake",9942,14791,709,-124.02015,47.6757
"Yahoo Lake",9942,14792,709,-124.02015,47.6757
"Two Frog Lake",9943,14793,4,-127.53633,51.10472
"Two Frog Lake",9943,14794,4,-127.53633,51.10472
"South Bog",9944,14795,35,-67.21869,44.70591
"South Bog",9944,14796,35,-67.21869,44.70591
"South Bog",9944,14797,35,-67.21869,44.70591
"Siesta Lake",9945,14798,2430,-119.66075,37.84969
"Siesta Lake",9945,14799,2430,-119.66075,37.84969
"Site 78 (Swain unpublished)",148,148,479,-75.45,42.02
"Payson Lake",1443,1480,152,-67.65,46.25
"Burnt Knob Lake",9947,14802,2250,-114.98364,45.70637
"Burnt Knob Lake",9947,14803,2250,-114.98364,45.70637
"Saunderson Lake",1444,1481,183,-67.72,46.02
"Brown Lake",1445,1482,168,-67.3,45.93
"Greenhill Lake",1446,1483,168,-67.03,46.05
"Lake Mina",9953,14838,415,-95.4922,45.88323
"Lake Mina",9953,14839,415,-95.4922,45.88323
"Palfrey Lake",1447,1484,114,-67.47,45.63
"Harvey Lake",1448,1485,145,-67.02,45.73
"Loon Lake",1449,1486,522,-70.65,45.03
"Pleasant pond 3446",1450,1487,386,-69.93982,45.24311
"Kingsbury Pond",1451,1488,283,-69.67,45.12
"Baker Lake",9974,14883,2300,-114.26438,45.8906
"Baker Lake",9974,14884,2300,-114.26438,45.8906
"Tower Lake",9738,14887,261,-86.03944,46.54157
"Tower Lake",9738,14889,261,-86.03944,46.54157
"Sandy River Ponds",1452,1489,518,-70.55,44.9
"Deuce Lake",9976,14890,170,-147.9432,64.8628
"Deuce Lake",9976,14891,170,-147.9432,64.8628
"Site 79 (Swain unpublished)",149,149,415,-75.93,42.2
"Toothaker Pond",1453,1490,244,-70.2,44.87
"Ellis Pond",1454,1491,248,-70.68,44.58
"Hoodoo Lake",9985,14910,1787,-114.65296,46.3185
"Hoodoo Lake",9985,14911,1787,-114.65296,46.3185
"Wilson Pond",1455,1492,173,-70.25,44.58
"Pintler Lake",9989,14922,1921,-113.44306,45.83801
"Pintler Lake",9989,14923,1921,-113.44306,45.83801
"Upper Soper Lake",9990,14924,0,-69.88884,62.90812
"Upper Soper Lake",9990,14925,0,-69.88884,62.90812
"Prien Lake",9991,14926,0,-93.29109,30.18783
"Prien Lake",9991,14927,0,-93.29109,30.18783
"Prien Lake",9991,14928,0,-93.29109,30.18783
"Ogac Lake",9992,14929,5,-67.35611,62.83556
"Webb Lake",1456,1493,204,-70.45,44.7
"Ogac Lake",9992,14930,5,-67.35611,62.83556
"Nelson Lake",9993,14931,251,-85.38433,46.2267
"Nelson Lake",9993,14932,251,-85.38433,46.2267
"Nelson Lake",9993,14933,251,-85.38433,46.2267
"Moose Lake",9994,14934,1544,-123.35217,47.88164
"Moose Lake",9994,14935,1544,-123.35217,47.88164
"Martins Lake",9995,14936,1415,-123.53319,47.71213
"Martins Lake",9995,14937,1415,-123.53319,47.71213
"Martins Lake",9995,14938,1415,-123.53319,47.71213
"Worthley Pond",1457,1494,174,-70.4,44.47
"Fracas Lake",9997,14942,2512,-112.23885,36.63046
"Fracas Lake",9997,14943,2512,-112.23885,36.63046
"Fracas Lake",9997,14944,2512,-112.23885,36.63046
"Efstadalsvatn",9998,14945,123,-22.68402,65.93548
"Efstadalsvatn",9998,14946,123,-22.68402,65.93548
"Dye Lower Water Lake (Dyer Lake)",9999,14947,323,-61.65087,66.62137
"Dye Lower Water Lake (Dyer Lake)",9999,14948,323,-61.65087,66.62137
"Bear Lake",10000,14949,2778,-112.14744,36.3709
"Bryant Pond",1458,1495,212,-70.65,44.38
"Bear Lake",10000,14950,2778,-112.14744,36.3709
"Bear Lake",10000,14951,2778,-112.14744,36.3709
"Lake Arthur",10002,14952,1,-92.76031,30.02348
"Lake Arthur",10002,14953,1,-92.76031,30.02348
"Lake Arthur",10002,14954,1,-92.76031,30.02348
"Lake Arthur",10002,14955,1,-92.76031,30.02348
"Appleman Lake",10003,14956,294,-85.21653,41.62006
"Appleman Lake",10003,14957,294,-85.21653,41.62006
"Sand Pond",1459,1496,155,-70.62,44.2
"Little Wilson Pond",1460,1497,88,-70.23,44.2
"Sabbothday Pond",1461,1498,91,-70.35,43.98
"Jimmie Pond",1462,1499,52,-69.87,44.28
"Lake Louise",10017,14990,240,-97.23214,49.02287
"Lake Louise",10017,14991,240,-97.23214,49.02287
"Meade River bluff",10019,14994,2,-157.42447,70.39675
"Meade River bluff",10019,14995,2,-157.42447,70.39675
"Round Pond",10020,14996,4,-70.01136,41.9697
"Round Pond",10020,14997,4,-70.01136,41.9697
"Deep Pond",10021,14998,23,-69.99334,41.73846
"Deep Pond",10021,14999,23,-69.99334,41.73846
"Site 80 (Swain unpublished)",150,150,309,-76.05,42.25
"Pinkham Pond",1463,1500,65,-69.67,44.1
"Icehouse Pond",10023,15002,19,-69.9615,41.79698
"Icehouse Pond",10023,15003,19,-69.9615,41.79698
"Eagle Pond",10025,15006,11,-70.13709,41.69697
"Eagle Pond",10025,15007,11,-70.13709,41.69697
"Jemima Pond",10026,15008,3,-69.98585,41.82882
"Jemima Pond",10026,15009,3,-69.98585,41.82882
"Travel Pond",1464,1501,62,-69.53,44.25
"Sandy Hill Pond",10028,15019,16,-70.36595,41.68932
"Saint George Lake",1465,1502,154,-69.35,44.4
"Sandy Hill Pond",10028,15020,16,-70.36595,41.68932
"Fresh Pond",10029,15021,7,-70.53411,41.59232
"Fresh Pond",10029,15022,7,-70.53411,41.59232
"Three Mile Pond",1466,1503,54,-69.62,44.38
"Mud Lake (Ho)",10034,15030,189,-88.32806,47.12324
"Mud Lake (Ho)",10034,15031,189,-88.32806,47.12324
