"sitename","siteid","datasetid","altitude","longitude","latitude","sitedescription","depositionalenvironment"
"Irvin Lake",1119,1153,478,-93.64361,47.13556,"Kettle lake. Physiography: Sugar Hills area, rough rolling topo. Surrounding vegetation: Alnus, Fraxinus, Betula, Thuja, Abies.","Kettle Lake"
"Jack Lake",1123,1157,430,-81.76667,47.31667,"Small lake on sandy till. Physiography: rolling Canadian Shield uplands. Surrounding vegetation: Betula/Abies/Picea/Populus/Pinus/Acer.","Lacustrine"
"Jackson Pond",1125,1159,260,-85.72462,37.43255,"Pond is a circular, shallow sinkhole (3.5 ha) in a karst up-land of gentle relief. Hillcrests are 10-15 m above the surface of the basin. Most of the surrounding area is in cropland or pasture, with scattered woodlots of Quercus and Carya spp. Fagus grandifolia, Fraxinus americana, Acer saccharum, and other mesic species occur in valley bottoms. The basin itself at the time of coring was vegetated by emergent Nuphar, graminoids (Cyperaceae and Poaceae), and scattered individuals of C. occidentalis and A. saccharum.","Solution Origin Lake"
"Site 46 (Swain unpublished)",116,116,472,-89.7,45.57,NA,"Unknown"
"Jackson Pond",1125,1160,260,-85.72462,37.43255,"Pond is a circular, shallow sinkhole (3.5 ha) in a karst up-land of gentle relief. Hillcrests are 10-15 m above the surface of the basin. Most of the surrounding area is in cropland or pasture, with scattered woodlots of Quercus and Carya spp. Fagus grandifolia, Fraxinus americana, Acer saccharum, and other mesic species occur in valley bottoms. The basin itself at the time of coring was vegetated by emergent Nuphar, graminoids (Cyperaceae and Poaceae), and scattered individuals of C. occidentalis and A. saccharum.","Solution Origin Lake"
"Jacob Lake",1127,1162,2285,-110.83333,34.33333,"Ephemeral lake/sinkhole in sandstone. Physiography: Mogollon Rim. Surrounding vegetation: ponderosa pine forest.","Natural Lake"
"Jacobson Lake",1128,1163,324,-92.71694,46.41694,"Lake w/Calamagrostis fringe on N. end. Physiography: Nickerson Moraine, steep slopes. Surrounding vegetation: Acer, Betula, Fraxinus.","Kettle Lake"
"Lake of the Clouds",1129,1164,1550,-71.31667,44.26667,"Physiography: on Mount Washington. Surrounding vegetation: Picea/Abies/Poaceae/Rosaceae.","Natural Lake"
"Hermit Lake",1130,1165,1160,-71.31667,44.26667,"Small tarn. Physiography: Mount Washington. Surrounding vegetation: Abies/Picea/Betula/Acer/Alnus/Viburnum.","Cirque Lake"
"Dolly Sods",1131,1166,1204,-79.6,39.1,"Bog. Physiography: Allegheny Plateau. Surrounding vegetation: Rhododehdron/Kalmia/Vaccinium.","Moss Polster"
"Canaan Mountain",1132,1167,1120,-79.6,39.1,"Open bog on ridge. Physiography: Canaan Mountain on Allegheny Plateau. Surrounding vegetation: deciduous forest.","Moss Polster"
"Canaan Valley",1133,1168,950,-79.6,39.1,"Marshy area. Physiography: valley between Canaan and Cabin Mtns. Surrounding vegetation: abundant sedges and Spruce.","Moss Polster"
"Swallow Falls",1134,1169,713,-79.4,39.65,"Bank of river. Physiography: rocky banks of Youghiogheny River. Surrounding vegetation: Mixed conifer (Hemlock) decid. forest.","Moss Polster"
"Site 47 (Swain unpublished)",117,117,503,-89.48,45.42,NA,"Unknown"
"January Cave [EbPp-Vp]",1135,1170,2040,-114.51833,50.18833,"Cave. Physiography: SSW facing slope of Plateau Mountain. Surrounding vegetation: Picea/Abies/Pinus.","Cave"
"James Bay",1136,1171,NA,-80.2,50.22,NA,"Lacustrine"
"Site 1 (Railton 1973)",1137,1172,61,-64.32,44.57,NA,"Unknown"
"Site 2 (Railton 1973)",1138,1173,30,-66.08,43.88,NA,"Unknown"
"Site 3 (Railton 1973)",1139,1174,61,-66.07,44.12,NA,"Unknown"
"Site 4 (Railton 1973)",1140,1175,46,-65.78,44.1,NA,"Unknown"
"Site 5 (Railton 1973)",1141,1176,91,-65.45,44.82,NA,"Unknown"
"Site 6 (Railton 1973)",1142,1177,183,-65.32,44.72,NA,"Unknown"
"Site 7 (Railton 1973)",1143,1178,137,-65.03,44.73,NA,"Unknown"
"Site 8 (Railton 1973)",1144,1179,61,-64.8,44.48,NA,"Unknown"
"Site 48 (Swain unpublished)",118,118,396,-90.65,45.13,NA,"Unknown"
"Site 9 (Railton 1973)",1145,1180,61,-63.67,44.55,NA,"Unknown"
"Site 10 (Railton 1973)",1146,1181,61,-63.57,44.48,NA,"Unknown"
"Site 11 (Railton 1973)",1147,1182,61,-60.32,45.93,NA,"Unknown"
"Site 12 (Railton 1973)",1148,1183,61,-62.53,44.92,NA,"Unknown"
"Site 13 (Railton 1973)",1149,1184,61,-62.88,45.12,NA,"Unknown"
"Site 14 (Railton 1973)",1150,1185,61,-63.55,45.38,NA,"Unknown"
"Site 15 (Railton 1973)",1151,1186,61,-62.43,45.37,NA,"Unknown"
"Site 16 (Railton 1973)",1152,1187,61,-63.67,45.8,NA,"Unknown"
"Site 17 (Railton 1973)",1153,1188,183,-63.93,45.55,NA,"Unknown"
"Site 18 (Railton 1973)",1154,1189,46,-64.47,45.4,NA,"Unknown"
"Site 49 (Swain unpublished)",119,119,381,-92,45.57,NA,"Unknown"
"Site 19 (Railton 1973)",1155,1190,61,-62.62,45.67,NA,"Unknown"
"Site 20 (Railton 1973)",1156,1191,46,-61.83,45.62,NA,"Unknown"
"Site 21 (Railton 1973)",1157,1192,61,-62.13,45.57,NA,"Unknown"
"Site 22 (Railton 1973)",1158,1193,91,-61.12,45.87,NA,"Unknown"
"Site 23 (Railton 1973)",1159,1194,61,-60.92,46.17,NA,"Unknown"
"Site 24 (Railton 1973)",1160,1195,61,-60.97,46.27,NA,"Unknown"
"Site 25 (Railton 1973)",1161,1196,91,-60.68,46.38,NA,"Unknown"
"Site 26 (Railton 1973)",1162,1197,241,-53.03,47.35,NA,"Unknown"
"Site 27 (Railton 1973)",1163,1198,107,-53.33,47.43,NA,"Unknown"
"Site 28 (Railton 1973)",1164,1199,76,-53.93,47.73,NA,"Unknown"
"Site 50 (Swain unpublished)",120,120,427,-78.75,42.1,NA,"Unknown"
"Site 29 (Railton 1973)",1165,1200,152,-54.33,47.92,NA,"Unknown"
"Little Dollar Lake",7529,12000,258,-85.3082,46.186,"Little Dollar Lake lies in a shallow depression in an area of kettle and kame topography. Surrounding vegetation: Northern hardwoods forest dominated by Acer saccharum. Also Betula sp., Fagus grandifolia, Pinus sp., Acer rubrum, Abies balsamea, Tsuga canadensis. Prunus serotina, Pice glauca, and Tilia americana. Among the shrubs and small trees are Acer sp., Lonicera sp., Sorbus americana, and vaccinium sp. In the herb layer are Pteridium aquilinum, Cornus canadensis, Viola sp., Botrychium virginianum, Lycopodium sp., Linnaea borealis. The lake is bordered by a fen.","Kettle Lake"
"Little Dollar Lake",7529,12001,258,-85.3082,46.186,"Little Dollar Lake lies in a shallow depression in an area of kettle and kame topography. Surrounding vegetation: Northern hardwoods forest dominated by Acer saccharum. Also Betula sp., Fagus grandifolia, Pinus sp., Acer rubrum, Abies balsamea, Tsuga canadensis. Prunus serotina, Pice glauca, and Tilia americana. Among the shrubs and small trees are Acer sp., Lonicera sp., Sorbus americana, and vaccinium sp. In the herb layer are Pteridium aquilinum, Cornus canadensis, Viola sp., Botrychium virginianum, Lycopodium sp., Linnaea borealis. The lake is bordered by a fen.","Kettle Lake"
"Last Lake",7531,12004,396,-95.24005,45.45,NA,"Kettle Lake"
"Cottonwood Lake",7532,12005,324,-95.68015,44.6173,NA,"Kettle Lake"
"Monson Lake",7533,12006,376,-95.27935,45.324,NA,"Kettle Lake"
"Deans Lake",7534,12007,228,-93.44692,44.77528,"Lake is on a river terrace formed by Glacial River Warren and is probably in an old river channel. It may also be partly formed by dune sands.","Fluvial terrace lake"
"Lake Emily",7535,12008,302,-93.92,44.30865,NA,"Kettle Lake"
"Perch Lake",7536,12009,477,-95.4687,46.19165,NA,"Kettle Lake"
"Site 30 (Railton 1973)",1166,1201,61,-55.7,48.95,NA,"Unknown"
"Chub Lake",7537,12010,294,-93.218805,44.5635,NA,"Kettle Lake"
"Lake Rachel",7538,12011,415,-95.55285,45.80155,"Kettle lake on the Alexandria Moraine. Originally near the prairie-forest border in deciduous forest (Acer saccharum, Tilia americana, Quercus). Today mostly cleared for agriculture.","Kettle Lake"
"Ziebell Lake",7539,12012,425,-95.26345,46.05545,NA,"Kettle Lake"
"Mud Lake",7540,12013,415,-95.4609,45.8576,NA,"Kettle Lake"
"Lybeck Lake",7541,12014,356,-95.7125,45.6745,NA,"Kettle Lake"
"Union Lake",7542,12015,423,-95.34235,45.81725,NA,"Kettle Lake"
"Albert Lea Lake",7543,12016,369,-93.284,43.65255,NA,"Kettle Lake"
"Site 31 (Railton 1973)",1167,1202,122,-54.97,49.03,NA,"Unknown"
"Everhart Lake",7549,12024,392,-93.43875,43.6176,NA,"Kettle Lake"
"Site 32 (Railton 1973)",1168,1203,183,-56.08,49.15,NA,"Unknown"
"Site 33 (Railton 1973)",1169,1204,305,-57.58,49.38,NA,"Unknown"
"Site 34 (Railton 1973)",1170,1205,3,-57.77,49.93,NA,"Unknown"
"Site 35 (Railton 1973)",1171,1206,6,-57.6,50.22,NA,"Unknown"
"Site 36 (Railton 1973)",1172,1207,15,-57.27,50.73,NA,"Unknown"
"Site 37 (Railton 1973)",1173,1208,107,-55.63,51.33,NA,"Unknown"
"Site 38 (Railton 1973)",1174,1209,213,-58.18,48.67,NA,"Unknown"
"Site 51 (Swain unpublished)",121,121,457,-79.17,41.75,NA,"Unknown"
"Site 39 (Railton 1973)",1175,1210,37,-58.55,48.33,NA,"Unknown"
"Site 3 (Ritchie, J.C. 1974)",1176,1211,15,-132.27,68.93,NA,"Lacustrine"
"Site 4 (Ritchie, J.C. 1974)",1177,1212,61,-131.77,69.03,NA,"Lacustrine"
"Site 5 (Ritchie, J.C. 1974)",1178,1213,30,-133.23,69.13,NA,"Lacustrine"
"Site 7 (Ritchie, J.C. 1974)",1179,1214,30,-132.92,69.28,NA,"Lacustrine"
"Site 8 (Ritchie, J.C. 1974)",1180,1215,24,-132.62,69.38,NA,"Lacustrine"
"Site 9 (Ritchie, J.C. 1974)",1181,1216,26,-132.85,69.43,NA,"Lacustrine"
"Site 11 (Ritchie, J.C. 1974)",1182,1217,30,-133.55,69.35,NA,"Lacustrine"
"Site 58 (Ritchie, J.C. 1974)",1183,1218,91,-133.53,63.53,NA,"Lacustrine"
"Site 23 (Ritchie, J.C. 1974)",1184,1219,274,-132.52,68.18,NA,"Lacustrine"
"Site 52 (Swain unpublished)",122,122,518,-78.75,41.62,NA,"Unknown"
"Site 28 (Ritchie, J.C. 1974)",1185,1220,91,-133.72,68.22,NA,"Lacustrine"
"Site 42 (Ritchie, J.C. 1974)",1186,1221,24,-134.73,69.27,NA,"Lacustrine"
"Site 43 (Ritchie, J.C. 1974)",1187,1222,18,-134.57,69.33,NA,"Lacustrine"
"Site 45 (Ritchie, J.C. 1974)",1188,1223,12,-134.45,69.38,NA,"Lacustrine"
"Site 47 (Ritchie, J.C. 1974)",1189,1224,6,-134.42,69.57,NA,"Lacustrine"
"Site 49 (Ritchie, J.C. 1974)",1190,1225,15,-134.05,69.53,NA,"Lacustrine"
"Site 54 (Ritchie, J.C. 1974)",1191,1226,30,-132.38,68.42,NA,"Lacustrine"
"Site 6 (Ritchie, J.C. 1974)",1192,1227,30,-133.25,69.17,NA,"Lacustrine"
"Site 12 (Ritchie, J.C. 1974)",1193,1228,30,-133.75,69.28,NA,"Lacustrine"
"Site 36 (Ritchie, J.C. 1974)",1194,1229,27,-131.4,69.62,NA,"Lacustrine"
"Site 53 (Swain unpublished)",123,123,518,-78.42,41.73,NA,"Unknown"
"Site 37 (Ritchie, J.C. 1974)",1195,1230,27,-131.57,69.6,NA,"Lacustrine"
"Site 44 (Ritchie, J.C. 1974)",1196,1231,15,-134.22,69.33,NA,"Lacustrine"
"Site 46 (Ritchie, J.C. 1974)",1197,1232,15,-134.43,69.48,NA,"Lacustrine"
"Site 50 (Ritchie, J.C. 1974)",1198,1233,15,-133.88,69.45,NA,"Lacustrine"
"Site 53 (Ritchie, J.C. 1974)",1199,1234,213,-132.47,68.32,NA,"Lacustrine"
"Site 59 (Ritchie, J.C. 1974)",1200,1235,290,-140.33,67.33,NA,"Lacustrine"
"Site 60 (Ritchie, J.C. 1974)",1201,1236,439,-138.28,68.32,NA,"Lacustrine"
"Site 13 (Ritchie, J.C. 1974)",1202,1237,152,-129.7,68.95,NA,"Lacustrine"
"Site 14 (Ritchie, J.C. 1974)",1203,1238,285,-129,69.07,NA,"Lacustrine"
"Site 15 (Ritchie, J.C. 1974)",1204,1239,46,-130.15,69.15,NA,"Lacustrine"
"Site 54 (Swain unpublished)",124,124,579,-77.95,41.83,NA,"Unknown"
"Site 24 (Ritchie, J.C. 1974)",1205,1240,183,-131.63,68.2,NA,"Lacustrine"
"Site 61 (Ritchie, J.C. 1974)",1206,1241,69,-128.75,69.42,NA,"Lacustrine"
"Site 33 (Ritchie, J.C. 1974)",1207,1242,38,-129.38,69.68,NA,"Lacustrine"
"Site 35 (Ritchie, J.C. 1974)",1208,1243,30,-130.92,69.68,NA,"Lacustrine"
"Site 38 (Ritchie, J.C. 1974)",1209,1244,15,-131.58,69.37,NA,"Lacustrine"
"Site 55 (Ritchie, J.C. 1974)",1210,1245,183,-131.23,68.43,NA,"Lacustrine"
"Site 56 (Ritchie, J.C. 1974)",1211,1246,61,-130.9,68.53,NA,"Lacustrine"
"Site 57 (Ritchie, J.C. 1974)",1212,1247,30,-131.18,68.58,NA,"Lacustrine"
"Site 62 (Ritchie, J.C. 1974)",1213,1248,58,-130.28,68.98,NA,"Lacustrine"
"Site 29 (Ritchie, J.C. 1974)",1214,1249,213,-128.93,68.8,NA,"Lacustrine"
"Site 55 (Swain unpublished)",125,125,518,-77.77,41.72,NA,"Unknown"
"Site 34 (Ritchie, J.C. 1974)",1215,1250,12,-129.97,69.58,NA,"Lacustrine"
"Site 63 (Ritchie, J.C. 1974)",1216,1251,15,-130.42,69.95,NA,"Lacustrine"
"Site 64 (Ritchie, J.C. 1974)",1217,1252,600,-135.7,66.03,NA,"Lacustrine"
"Site 65 (Ritchie, J.C. 1974)",1218,1253,701,-135.65,66.05,NA,"Lacustrine"
"Saint-Jean Ile d'Orléans",1219,1254,68,-70.93278,46.93278,"Ombrotrophic bog, ericaceous, treed. Physiography: rock basin and clay veneer, plateau. Surrounding vegetation: Tilio - Aceretum sacchari.","Bog"
"Jewell Site",1220,1255,317,-93.7,42.26,"Drained lake. Physiography: Altamont Moraine, rolling. Surrounding vegetation: agricultural.","Mire"
"Grays Lake (US:Illinois)",1221,1256,235,-88.05,42.33,NA,"Unknown"
"Spiritwood Lake",1222,1257,437,-98.5866,47.074695,NA,"Unknown"
"Site 3 (McAndrews unpublished)",1223,1258,NA,-91.32,49.47,NA,"Unknown"
"Site 4 (McAndrews unpublished)",1224,1259,NA,-90.78,50.12,NA,"Unknown"
"Site 56 (Swain unpublished)",126,126,549,-77.05,41.87,NA,"Unknown"
"Site 5 (McAndrews unpublished)",1225,1260,NA,-90.67,50.23,NA,"Unknown"
"Site 6 (McAndrews unpublished)",1226,1261,NA,-90.48,50.42,NA,"Unknown"
"Site 7 (McAndrews unpublished)",1227,1262,375,-90.42,50.95,NA,"Unknown"
"Site 8 (McAndrews unpublished)",1228,1263,369,-90.17,51.35,NA,"Unknown"
"Site 9 (McAndrews unpublished)",1229,1264,374,-91.87,50.07,NA,"Unknown"
"Site 10 (McAndrews unpublished)",1230,1265,374,-91.97,50.02,NA,"Unknown"
"Site 11 (McAndrews unpublished)",1231,1266,372,-92.4,49.68,NA,"Unknown"
"Site 12 (McAndrews unpublished)",1232,1267,372,-92.35,49.55,NA,"Unknown"
"Site 13 (McAndrews unpublished)",1233,1268,445,-91.2,49.25,NA,"Unknown"
"Site 14 (McAndrews unpublished)",1234,1269,484,-90.05,48.93,NA,"Unknown"
"Site 57 (Swain unpublished)",127,127,457,-77.3,41.73,NA,"Unknown"
"Site 15 (McAndrews unpublished)",1235,1270,229,-88.12,49.22,NA,"Unknown"
"Site 16 (McAndrews unpublished)",1236,1271,338,-87.25,49.65,NA,"Unknown"
"Site 17 (McAndrews unpublished)",1237,1272,NA,-85.15,49.72194,NA,"Unknown"
"Site 18 (McAndrews unpublished)",1238,1273,218,-83.02,49.55,NA,"Unknown"
"Site 19 (McAndrews unpublished)",1239,1274,NA,-81.72,49.25,NA,"Unknown"
"Site 20 (McAndrews unpublished)",1240,1275,308,-80.85,48.55,NA,"Unknown"
"Site 21 (McAndrews unpublished)",1241,1276,320,-80.1,48.05,NA,"Unknown"
"Site 22 (McAndrews unpublished)",1242,1277,196,-88.8,48.33,NA,"Unknown"
"Bass Lake",1243,1278,224,-79.5,44.6,NA,"Lacustrine"
"Cowan Lake",1244,1279,268,-80.33,43.3,NA,"Lacustrine"
"Site 58 (Swain unpublished)",128,128,457,-76.72,41.88,NA,"Unknown"
"Wilcox Lake",1245,1280,304,-79.43,43.95,"Surrrounding vegetation: white spruce, eastern hemlock, white pine, red pine, eastern white cedar and tamarack, red maple, silver maple, sugar maple, red oak, white oak, burr oak, balsam poplar, trembling aspen, large-tooth aspen, white ash, black ash, blue ash, green ash, basswood, paper birch, pin cherry and black cherry. he native wildflowers include purple coneflower, yellow coneflower, flat-topped aster, heath aster, smooth aster, silky aster, ox-eyed susan, black-eyed susan, bluebeard lily, wood lily, trout lily, common strawberry, common milkweed, blazing star, fireweed, star flower, wild columbine and wild bergamot. Aquatic vegetation that is native to the lake itself include bulrushes, cattails, water arums, water plantains, water lilies, arrowheads, blue flag irises, smartweeds and pickeral weeds. Native shrubs found around the lake include speckled alder, smooth serviceberry, Allegheny serviceberry, nannyberry, red osier, gray dogwood, silky dogwood, broad-leaved meadowsweet, swamp rose, spicebush, buttonbush, shining willow, slender willow, black willow and pussywillow.","Lacustrine"
"Frair Lake",1246,1281,369,-79.47,46.45,NA,"Lacustrine"
"Thinn Lake",1247,1282,282,-79.28,44.95,NA,"Lacustrine"
"Lake Medad",1248,1283,102,-79.88,43.37,NA,"Lacustrine"
"JHMN01 (McAndrews and Wright 1969)",1249,1284,1463,-113.65,48.8,"Mountains. Prairie knoll in conifer forest.","Polster"
"JHMN02 (McAndrews and Wright 1969)",1250,1285,1463,-113.56667,48.83333,"Mountains. Prairie opening in Populus tremuloides.","Polster"
"JHMN03 (McAndrews and Wright 1969)",1251,1286,1372,-113.45,48.85,"Mountains. Prairie on outwash plain, Artemisia frigida and A. ludoviciana present.","Polster"
"JHMN04 (McAndrews and Wright 1969)",1252,1287,1463,-113.36667,48.83333,"Mountains. Populus tremuloides groves.","Polster"
"JHMN05 (McAndrews and Wright 1969)",1253,1288,1585,-113.3,48.85,"Foothills. Scattered Picea, Abies, and Pseudotsuga.","Polster"
"JHMN06 (McAndrews and Wright 1969)",1254,1289,1524,-113.25,48.85,"Foothills. Populus tremuloides groves.","Polster"
"Site 59 (Swain unpublished)",129,129,457,-76.23,41.9,NA,"Unknown"
"JHMN07 (McAndrews and Wright 1969)",1255,1290,1433,-113.16667,48.76667,"Foothills.","Polster"
"JHMN08 (McAndrews and Wright 1969)",1256,1291,1524,-113.11667,48.71667,"Foothills. Artemisia frigida and A. ludoviciana present.","Polster"
"JHMN09 (McAndrews and Wright 1969)",1257,1292,1433,-113.11667,48.55,"Foothills.","Polster"
"JHMN10 (McAndrews and Wright 1969)",1258,1293,1402,-113.01667,48.61667,"Foothills. Artemisa frigida present.","Polster"
"JHMN11 (McAndrews and Wright 1969)",1259,1294,1402,-112.96667,48.53333,"Foothills. Artemisa frigida present.","Polster"
"JHMN12 (McAndrews and Wright 1969)",1260,1295,1280,-112.75,48.58333,"Western Montana plains. Artemisa frigida present.","Polster"
"JHMN13 (McAndrews and Wright 1969)",1261,1296,1098,-112.18333,48.73333,"Western Montana plains. Artemisa frigida and Eurotia present.","Polster"
"JHMN14 (McAndrews and Wright 1969)",1262,1297,1037,-111.91667,48.75,"Western Montana plains. Artemisa frigida and Eurotia present; Artemisia cana along road.","Polster"
"JHMN15 (McAndrews and Wright 1969)",1263,1298,1037,-111.7,48.75,"Western Montana plains. Artemisa frigida and Eurotia present.","Polster"
"JHMN16 (McAndrews and Wright 1969)",1264,1299,1067,-111.41667,48.75,"Western Montana plains. Artemisa frigida and A. cana present.","Polster"
"Site 60 (Swain unpublished)",130,130,335,-76.17,41.58,NA,"Unknown"
"JHMN17 (McAndrews and Wright 1969)",1265,1300,1250,-111.26667,48.88333,"Sweetgrass Hills. Artemisa frigida present.","Polster"
"JHMN18 (McAndrews and Wright 1969)",1266,1301,1341,-111.11667,48.91667,"Sweetgrass Hills. Artemisa frigida and A. ludoviciana present.","Polster"
"JHMN19 (McAndrews and Wright 1969)",1267,1302,1341,-111.03333,48.88333,"Sweetgrass Hills. Artemisa frigida and A. ludoviciana present.","Polster"
