"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude","error"
1135,1102,"Humber Pond 3",3137,"Radiocarbon",150,216,3900,-30,100,200,"NAPD 1","Chron uses sediment surface (-30 BP) and 4 radiocarbon dates.",TRUE,74,-79.48,43.64,50
1135,1102,"Humber Pond 3",3138,"Radiocarbon",1870,495,3900,-30,1730,2010,"NAPD 1","Chron uses sediment surface (-30 BP) and 4 radiocarbon dates.",TRUE,74,-79.48,43.64,140
1135,1102,"Humber Pond 3",3139,"Radiocarbon",3490,889,3900,-30,3350,3630,"NAPD 1","Chron uses sediment surface (-30 BP) and 4 radiocarbon dates.",TRUE,74,-79.48,43.64,140
1135,1102,"Humber Pond 3",3140,"Radiocarbon",3800,1035,3900,-30,3640,3960,"NAPD 1","Chron uses sediment surface (-30 BP) and 4 radiocarbon dates.",TRUE,74,-79.48,43.64,160
1136,1103,"Humber Pond 5",3142,"Radiocarbon",1790,394.5,3970,-20,1630,1950,"NAPD 1","Chron uses surface date (-30 BP) and 3 radiocarbon dates. Ages extrapolated below bottommost date.",TRUE,74,-79.49,43.64,160
1136,1103,"Humber Pond 5",3143,"Radiocarbon",3248,799,3970,-20,3088,3408,"NAPD 1","Chron uses surface date (-30 BP) and 3 radiocarbon dates. Ages extrapolated below bottommost date.",TRUE,74,-79.49,43.64,160
1136,1103,"Humber Pond 5",3144,"Radiocarbon",3880,1096,3970,-20,3760,4000,"NAPD 1","Chron uses surface date (-30 BP) and 3 radiocarbon dates. Ages extrapolated below bottommost date.",TRUE,74,-79.49,43.64,120
1137,1104,"Humber Pond 7",103155,"Radiocarbon",2090,305,4100,-40,2020,2160,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon Settings File:
0 #d.min
575 #d.max
1 #d.by
1 #depths.file
NA #slump
5 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,74,-79.5,43.65,70
1137,1104,"Humber Pond 7",103156,"Radiocarbon",3425,575,4100,-40,3255,3595,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon Settings File:
0 #d.min
575 #d.max
1 #d.by
1 #depths.file
NA #slump
5 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,74,-79.5,43.65,170
1139,1106,"Hynes Brook Salt Marsh",103158,"Radiocarbon",2365,180,4800,-5,2190,2540,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon Settings File:
0 #d.min
280 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,0,-58.965,48.61861,175
1139,1106,"Hynes Brook Salt Marsh",103159,"Radiocarbon",2770,280,4800,-5,2470,3070,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon Settings File:
0 #d.min
280 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,0,-58.965,48.61861,300
1142,1109,"Iglutalik Lake",103091,"Radiocarbon",2565,45.5,10000,-50,2375,2755,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
274 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,90,-66.08333,66.135,190
1142,1109,"Iglutalik Lake",103092,"Radiocarbon",4765,90,10000,-50,4565,4965,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
274 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,90,-66.08333,66.135,200
1142,1109,"Iglutalik Lake",103093,"Radiocarbon",5700,151,10000,-50,5460,5940,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
274 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,90,-66.08333,66.135,240
1142,1109,"Iglutalik Lake",103094,"Radiocarbon",7220,180.5,10000,-50,6970,7470,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
274 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,90,-66.08333,66.135,250
1142,1109,"Iglutalik Lake",103095,"Radiocarbon",8815,274,10000,-50,8540,9090,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
274 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,90,-66.08333,66.135,275
1147,1113,"Indian Lake",3183,"Radiocarbon",6560,732.5,9660,5110,6400,6720,"NAPD 1","Chron uses 3 C14 dates, and top at 200 cm.",TRUE,383,-90.45,50.91667,160
1147,1113,"Indian Lake",3184,"Radiocarbon",7300,812.5,9660,5110,7140,7460,"NAPD 1","Chron uses 3 C14 dates, and top at 200 cm.",TRUE,383,-90.45,50.91667,160
1147,1113,"Indian Lake",3185,"Radiocarbon",9140,885.5,9660,5110,8940,9340,"NAPD 1","Chron uses 3 C14 dates, and top at 200 cm.",TRUE,383,-90.45,50.91667,200
1148,1114,"Indian Prairie Fen",3187,"Radiocarbon",2880,181,13690,350,2760,3000,"Sea and Whitlock 1995","Chron uses surface (0 BP), 5 radiocarbon dates, and the Mazama O tephra.",TRUE,988,-122.575,44.63333,120
1148,1114,"Indian Prairie Fen",3188,"Radiocarbon",4950,235,13690,350,4830,5070,"Sea and Whitlock 1995","Chron uses surface (0 BP), 5 radiocarbon dates, and the Mazama O tephra.",TRUE,988,-122.575,44.63333,120
1148,1114,"Indian Prairie Fen",3190,"Radiocarbon",8770,505,13690,350,8610,8930,"Sea and Whitlock 1995","Chron uses surface (0 BP), 5 radiocarbon dates, and the Mazama O tephra.",TRUE,988,-122.575,44.63333,160
1148,1114,"Indian Prairie Fen",3191,"Radiocarbon",9830,595,13690,350,9690,9970,"Sea and Whitlock 1995","Chron uses surface (0 BP), 5 radiocarbon dates, and the Mazama O tephra.",TRUE,988,-122.575,44.63333,140
1148,1114,"Indian Prairie Fen",3192,"Radiocarbon",12300,720,13690,350,12080,12520,"Sea and Whitlock 1995","Chron uses surface (0 BP), 5 radiocarbon dates, and the Mazama O tephra.",TRUE,988,-122.575,44.63333,220
1149,1115,"Inglesby Lake",3197,"Radiocarbon",8940,405,10470,500,8660,9220,"NAPD 1","Chron based on top date (est. 500, top missing), 3 C14 dates (9300±130 and 9170±120 are averaged), and pollen stratigraphic dates based on Tonawa Lake (Picea decline 10160, Tsuga/Fagus appear 7090, Tsuga decline 4800, and Tsuga recovery 3400).",TRUE,167,-77.05,44.48333,280
1152,1118,"Keystone Iron Fen",3203,"Radiocarbon",2640,54,8220,-5,2550,2730,"NAPD 1 (radiocarbon years)","Chron uses top and 5 radiocarbon dates.",TRUE,2920,-107.03333,38.865,90
1152,1118,"Keystone Iron Fen",3204,"Radiocarbon",3105,62,8220,-5,2950,3210,"NAPD 1 (radiocarbon years)","Chron uses top and 5 radiocarbon dates.",TRUE,2920,-107.03333,38.865,130
1152,1118,"Keystone Iron Fen",3205,"Radiocarbon",6300,135,8220,-5,6220,6380,"NAPD 1 (radiocarbon years)","Chron uses top and 5 radiocarbon dates.",TRUE,2920,-107.03333,38.865,80
1152,1118,"Keystone Iron Fen",3206,"Radiocarbon",7700,170,8220,-5,7630,7770,"NAPD 1 (radiocarbon years)","Chron uses top and 5 radiocarbon dates.",TRUE,2920,-107.03333,38.865,70
1152,1118,"Keystone Iron Fen",3207,"Radiocarbon",8260,219,8220,-5,8180,8340,"NAPD 1 (radiocarbon years)","Chron uses top and 5 radiocarbon dates.",TRUE,2920,-107.03333,38.865,80
1153,1119,"Irvin Lake",80982,"Radiocarbon",1540,60,10210,-30,1480,1600,"PalEON-STEPPS","Goring, S., Dawson, A., & Williams, J.W. (in prep) Improving age models and uncertainty estimates in macro-scale paleoecological synthesis.

Based on IntCal13 calibration curve.

Bacon settings file:
0 #d.min
720 #d.max
1 #d.by
1 #depths.file
 #slump
15 #acc.mean
0.9 #acc.shape
0.5 #mem.mean
2 #mem.strength
NA #boundary
NA #hiatus.depths
10 #hiatus.max
10 #hiatus.max
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #delta.R
0 #d.STD
0.95 #prob

Thickness of core tops and settlement depths were prescribed by data stewards.

Chronology prepared by Simon Goring and Andria Dawson. Model run by Allison Stegner. Data entered and uploaded by Allison Stegner and Jordan Schutz.",FALSE,478,-93.64361,47.13556,60
1153,1119,"Irvin Lake",80983,"Radiocarbon",1950,140,10210,-30,1880,2020,"PalEON-STEPPS","Goring, S., Dawson, A., & Williams, J.W. (in prep) Improving age models and uncertainty estimates in macro-scale paleoecological synthesis.

Based on IntCal13 calibration curve.

Bacon settings file:
0 #d.min
720 #d.max
1 #d.by
1 #depths.file
 #slump
15 #acc.mean
0.9 #acc.shape
0.5 #mem.mean
2 #mem.strength
NA #boundary
NA #hiatus.depths
10 #hiatus.max
10 #hiatus.max
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #delta.R
0 #d.STD
0.95 #prob

Thickness of core tops and settlement depths were prescribed by data stewards.

Chronology prepared by Simon Goring and Andria Dawson. Model run by Allison Stegner. Data entered and uploaded by Allison Stegner and Jordan Schutz.",FALSE,478,-93.64361,47.13556,70
1153,1119,"Irvin Lake",80984,"Radiocarbon",3170,290,10210,-30,3090,3250,"PalEON-STEPPS","Goring, S., Dawson, A., & Williams, J.W. (in prep) Improving age models and uncertainty estimates in macro-scale paleoecological synthesis.

Based on IntCal13 calibration curve.

Bacon settings file:
0 #d.min
720 #d.max
1 #d.by
1 #depths.file
 #slump
15 #acc.mean
0.9 #acc.shape
0.5 #mem.mean
2 #mem.strength
NA #boundary
NA #hiatus.depths
10 #hiatus.max
10 #hiatus.max
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #delta.R
0 #d.STD
0.95 #prob

Thickness of core tops and settlement depths were prescribed by data stewards.

Chronology prepared by Simon Goring and Andria Dawson. Model run by Allison Stegner. Data entered and uploaded by Allison Stegner and Jordan Schutz.",FALSE,478,-93.64361,47.13556,80
1153,1119,"Irvin Lake",80985,"Radiocarbon",5890,467,10210,-30,5810,5970,"PalEON-STEPPS","Goring, S., Dawson, A., & Williams, J.W. (in prep) Improving age models and uncertainty estimates in macro-scale paleoecological synthesis.

Based on IntCal13 calibration curve.

Bacon settings file:
0 #d.min
720 #d.max
1 #d.by
1 #depths.file
 #slump
15 #acc.mean
0.9 #acc.shape
0.5 #mem.mean
2 #mem.strength
NA #boundary
NA #hiatus.depths
10 #hiatus.max
10 #hiatus.max
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #delta.R
0 #d.STD
0.95 #prob

Thickness of core tops and settlement depths were prescribed by data stewards.

Chronology prepared by Simon Goring and Andria Dawson. Model run by Allison Stegner. Data entered and uploaded by Allison Stegner and Jordan Schutz.",FALSE,478,-93.64361,47.13556,80
1153,1119,"Irvin Lake",80986,"Radiocarbon",7500,587.5,10210,-30,7420,7580,"PalEON-STEPPS","Goring, S., Dawson, A., & Williams, J.W. (in prep) Improving age models and uncertainty estimates in macro-scale paleoecological synthesis.

Based on IntCal13 calibration curve.

Bacon settings file:
0 #d.min
720 #d.max
1 #d.by
1 #depths.file
 #slump
15 #acc.mean
0.9 #acc.shape
0.5 #mem.mean
2 #mem.strength
NA #boundary
NA #hiatus.depths
10 #hiatus.max
10 #hiatus.max
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #delta.R
0 #d.STD
0.95 #prob

Thickness of core tops and settlement depths were prescribed by data stewards.

Chronology prepared by Simon Goring and Andria Dawson. Model run by Allison Stegner. Data entered and uploaded by Allison Stegner and Jordan Schutz.",FALSE,478,-93.64361,47.13556,80
1157,1123,"Jack Lake",3262,"Radiocarbon",3450,165.5,11730,20,3330,3570,"NAPD 1","Chron uses top and three C13 dates.",TRUE,430,-81.76667,47.31667,120
1157,1123,"Jack Lake",3263,"Radiocarbon",7490,325,11730,20,7310,7670,"NAPD 1","Chron uses top and three C13 dates.",TRUE,430,-81.76667,47.31667,180
1157,1123,"Jack Lake",3264,"Radiocarbon",9270,377.5,11730,20,9070,9470,"NAPD 1","Chron uses top and three C13 dates.",TRUE,430,-81.76667,47.31667,200
1160,1125,"Jackson Pond",3271,"Radiocarbon",120,133,20460,-30,70,170,"Wilkins et al. 1991","Ages extrapolated beyond last C-14 date based on deposition time between last two C14 dates.",TRUE,260,-85.7263,-85.72294,50
1160,1125,"Jackson Pond",3272,"Radiocarbon",940,160.5,20460,-30,860,1020,"Wilkins et al. 1991","Ages extrapolated beyond last C-14 date based on deposition time between last two C14 dates.",TRUE,260,-85.7263,-85.72294,80
1160,1125,"Jackson Pond",3273,"Radiocarbon",10040,220.5,20460,-30,9850,10230,"Wilkins et al. 1991","Ages extrapolated beyond last C-14 date based on deposition time between last two C14 dates.",TRUE,260,-85.7263,-85.72294,190
1160,1125,"Jackson Pond",3274,"Radiocarbon",11860,270,20460,-30,11610,12110,"Wilkins et al. 1991","Ages extrapolated beyond last C-14 date based on deposition time between last two C14 dates.",TRUE,260,-85.7263,-85.72294,250
1160,1125,"Jackson Pond",3275,"Radiocarbon",17750,510,20460,-30,17480,18020,"Wilkins et al. 1991","Ages extrapolated beyond last C-14 date based on deposition time between last two C14 dates.",TRUE,260,-85.7263,-85.72294,270
1160,1125,"Jackson Pond",3276,"Radiocarbon",20330,705,20460,-30,19700,20960,"Wilkins et al. 1991","Ages extrapolated beyond last C-14 date based on deposition time between last two C14 dates.",TRUE,260,-85.7263,-85.72294,630
1162,1127,"Jacob Lake",3284,"Radiocarbon",750,29,15130,20,330,1170,"NAPD 1","Chron uses surface (0 BP) plus 3 radiocarbon dates.",TRUE,2285,-110.83333,34.33333,420
1162,1127,"Jacob Lake",3285,"Radiocarbon",3310,59,15130,20,2990,3630,"NAPD 1","Chron uses surface (0 BP) plus 3 radiocarbon dates.",TRUE,2285,-110.83333,34.33333,320
1162,1127,"Jacob Lake",3286,"Radiocarbon",14770,222,15130,20,11570,17970,"NAPD 1","Chron uses surface (0 BP) plus 3 radiocarbon dates.",TRUE,2285,-110.83333,34.33333,3200
1163,1128,"Jacobson Lake",3292,"Radiocarbon",10400,740,10400,6160,9800,11000,"NAPD 1","Date L-794F rejected as too young based on other dates. Chron based on Quercus rise (7220) based on correlation with core 2 (JACOBSN2), 1 C14 date, and basal date of 10,800 based on basal date of Anderson Lake (basal date not reliable).",TRUE,324,-92.71694,46.41694,600
1171,1136,"James Bay",3297,"Radiocarbon",330,24,2980,-20,90,570,"NAPD 1","Chron uses top and three C14 dates.",TRUE,NA,-80.2,50.22,240
1171,1136,"James Bay",3298,"Radiocarbon",2040,58,2980,-20,1740,2340,"NAPD 1","Chron uses top and three C14 dates.",TRUE,NA,-80.2,50.22,300
1171,1136,"James Bay",3299,"Radiocarbon",2830,93.5,2980,-20,2370,3290,"NAPD 1","Chron uses top and three C14 dates.",TRUE,NA,-80.2,50.22,460
12001,7529,"Little Dollar Lake",77063,"Radiocarbon",5890,140,5700,-10,5810,5970,"PalEON-STEPPS","Goring, S., Dawson, A., & Williams, J.W. (in prep) Improving age models and uncertainty estimates in macro-scale paleoecological synthesis.

Based on IntCal13 calibration curve.

Bacon command line:
 Bacon(LTDOLLAR, 
            acc.mean  = 3.02 15, 
            acc.shape = 0.53 0.9,
            mem.strength = 2,
            mem.mean = 0.5,
            thick = 15,
            ask = FALSE,
            suggest = FALSE,
            depths.file = FALSE, 
            hiatus.shape = 0.1,
            hiatus.mean = 0.01,
            hiatus.depths = 12)

Bacon settings file:
0 #d.min
140 #d.max
1 #d.by
0 #depths.file
NA #slump
3.02 15 #acc.mean
0.53 0.9 #acc.shape
0.5 #mem.mean
2 #mem.strength
12 #hiatus.depths
0.01 #hiatus.mean
0.1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob

Thickness of core tops and settlement depths were prescribed by data stewards.

Chronology prepared by Simon Goring and Andria Dawson. Data entered and uploaded by Allison Stegner and Jordan Schutz.",FALSE,258,-85.3096,-85.3068,80
1254,1219,"Saint-Jean Ile d'Orléans",3310,"Radiocarbon",1180,77.5,5760,150,1080,1280,"NAPD 1",NA,TRUE,68,-70.93278,46.93278,100
1254,1219,"Saint-Jean Ile d'Orléans",3311,"Radiocarbon",3800,277.5,5760,150,3660,3940,"NAPD 1",NA,TRUE,68,-70.93278,46.93278,140
1254,1219,"Saint-Jean Ile d'Orléans",3312,"Radiocarbon",6100,327.5,5760,150,5940,6260,"NAPD 1",NA,TRUE,68,-70.93278,46.93278,160
1255,1220,"Jewell Site",3322,"Radiocarbon",5860,183,12000,1050,5680,6040,"NAPD 1","Chron uses 4 radiocarbon dates, top (0 BP), Fraxinus peak (10000 BP), and basal date of 12000 BP. Age of Fraxinus peak based on other upper Midwest sites. Lower part of Picea zone appears missing, so basal date not assigned to regional deglaciation.",TRUE,317,-93.7,42.26,180
